ticker,previewLoc,close,volatility365
TSLA,images/TSLA90.png,809.8699951171875,3.5422550085671953
MSFT,images/MSFT90.png,297.30999755859375,1.4338261096069722
AAPL,images/AAPL90.png,164.85000610351562,1.530121120623817
